row_index,original_lang,original_script,original_sentence,generated_first_n_tokens_sentence,detected_lang,detected_script,is_english
11,lao,Laoo,"ການປະສົມຢາຕ້ານເຊື້ອຊະນິດໜຶ່ງທີ່ຊື່ວ່າ ZMapp, ໃນເບື້ອງຕົ້ນໄດ້ສະແດງໃຫ້ເຫັນປະສິດທິພາບໃນການທົດລອງ ແຕ່ຈາກການສຶກສາຢ່າງເປັນທາງການລະບຸວ່າມັນມີຜົນປະໂຫຍດຫນ້ອຍກວ່າພະຍາຍາມການປ້ອງກັນການເສຍຊີວິດ.",ZMapp ���ือ ����,tha,UNKNOWN,False
12,lao,Laoo,"ໃນການທົດລອງໃຊ້ PALM, ZMapp ໄດ້ເຮັດໜ້າທີ່ໃນການຄວບຄຸມ ເຊິ່ງໝາຍຄວາມວ່ານັກວິທະຍາສາດໄດ້ໃຊ້ມັນເປັນພື້ນຖານ ແລະ ປຽບທຽບການປິ່ນປົວອື່ນໆອີກສາມຢ່າງ.",PALM (Platform for Accelerating COVID-19 Therapeutics) และ ZMapp,eng,UNKNOWN,True
13,lao,Laoo,ສະຫະພັນກິລາຢິມນາສຕິກຂອງສະຫະລັດອາເມລິກາສະໜັບສະໜູນຈົດໝາຍຂອງຄະນະກຳມະການໂອລິມປິກສະຫະລັດອາເມລິກາ ແລະ ຍອມຮັບຄວາມຕ້ອງການທີ່ແນ່ນອນຂອງຄອບຄົວໂອລິມປິກເພື່ອສົ່ງເສີມສະພາບແວດລ້ອມທີ່ປອດໄພໃຫ້ແກ່ນັກກິລາຂອງພວກເຮົາທຸກຄົນ.,����������,ben,UNKNOWN,False
14,lao,Laoo,ພວກເຮົາເຫັນດີກັບຄຳຖະແຫຼງຂອງ USOC ວ່າຜົນປະໂຫຍດຂອງບັນດານັກກິລາ ແລະ ສະໂມສອນຂອງພວກເຮົາ ແລະ ກິລາຂອງພວກເຂົາເຈົ້າອາດຈະໄດ້ຮັບການບໍລິການທີ່ດີກວ່າເກົ່າໂດຍການກ້າວໄປຂ້າງໜ້າພ້ອມກັບການປ່ຽນແປງທີ່ມີຄວາມໝາຍພາຍໃນອົງກອນຂອງພວກເຮົາຫຼາຍກ່ວາການຮັບຮອງ.,���������,ben,UNKNOWN,False
15,lao,Laoo,ສະມາຄົມກິລາ ຢິມນາສ໌ຕິກ ຂອງສະຫະລັດອາເມລິກາ (USA Gymnastics) ສະໜັບສະໜູນ ການສືບສວນທີ່ເປັນເອກະລາດ ຊຶ່ງອາດສ່ອງແສງໃຫ້ເຫັນເຖິງການລ່ວງລະເມີດສັດສ່ວນຕ່າງໆ ທີ່ອະທິບາຍຢ່າງກ້າຫານໂດຍຜູ້ລອດມາຈາກກຳມືຂອງ ແລຣີ ນາຊາ (Larry Nassar) ທີ່ບໍ່ໄດ້ຮັບການຄົ້ນພົບມາດົນແລ້ວ ແລະ ລົງມືເຮັດການປ່ຽນແປງທີ່ຈຳເປັນ ແລະ ເໝາະສົມ.,����������,ben,UNKNOWN,False
16,lao,Laoo,"ສະຫະພັນກິລາຢິມນາສຕິກຂອງສະຫະລັດອາເມລິກາ ແລະ USOC ມີເປົ້າໝາຍດຽວກັນກໍຄື - ການເຮັດໃຫ້ກິລາກາຍຍະກຳ ແລະ ອື່ນໆ, ປອດໄພທີ່ສຸດເທົ່າທີ່ເປັນໄປໄດ້ສຳລັບນັກກິລາທີ່ຈະຕາມຄວາມຝັນຂອງພວກເຂົາໃນສະພາບແວດລ້ອມທີ່ປອດໄພ, ເຊື່ອຖືໄດ້ ແລະ ມີພະລັງ.",���������,ben,UNKNOWN,False
17,lao,Laoo,"ຕະຫຼອດປີ 1960, ເບຼຊິນສະກີ (Brzezinski) ໄດ້ເຮັດວຽກໃຫ້ກັບທ່ານ ຈອນ ເອັບ ເຄເນດີ (John F. Kennedy) ໃນຖານະເປັນທີ່ປຶກສາຂອງລາວ ແລະ ຫຼັງຈາກນັ້ນກໍເປັນຝ່າຍບໍລິຫານໃຫ້ກັບ ລິນດອນ ບີ. ຈອນສັນ (Lyndon B. Johnson).",������������,ben,UNKNOWN,False
18,lao,Laoo,"ໃນລະຫວ່າງການຄັດເລືອກໃນປີ 1976 ລາວໄດ້ໃຫ້ຄຳປຶກສາແກ່ທ່ານ Carter ກ່ຽວກັບນະໂຍບາຍການຕ່າງປະເທດ, ຫຼັງຈາກນັ້ນກໍຮັບໜ້າທີ່ເປັນທີ່ປຶກສາດ້ານຄວາມໝັ້ນຄົງແຫ່ງຊາດ (NSA) ແຕ່ປີ 1977 ເຖິງປີ 1981 ສືບທອດຕຳແໜ່ງຕໍ່ຈາກ Henry Kissinger.",���������,ben,UNKNOWN,False
19,lao,Laoo,"ໃນຖານະເປັນ NSA, ລາວໄດ້ຊ່ວຍທ່ານ Carter ໃນການດຳເນີນການດ້ານການທູດຂອງໂລກເຊັ່ນ: Camp David Accords ໃນປີ 1978; ເຮັດໃຫ້ການພົວພັນລະຫວ່າງອາເມລິກາ - ຈີນເປັນປົກກະຕິໃນທ້າຍຊຸມປີ 1970; ທັງໃນການປະຕິວັດອີຣານ ເຊິ່ງກໍໃຫ້ເກີດວິກິດການຕົວປະກັນອີຣານໃນປີ 1979 ແລະ ການບຸກໂຈມຕີຂອງໂຊວຽດໃນອັຟການິສຖານ (Afghanistan) ປີ 1979.",���������,ben,UNKNOWN,False
20,lao,Laoo,"ຮູບເງົາທີ່ມີ Ryan Gosling ແລະ Emma Stone, ໄດ້ຮັບການສະເໜີຊື່ໃນທຸກໂຮງຮູບເງົາ.",����������,ben,UNKNOWN,False
21,lao,Laoo,Gosling ແລະ Stone ໄດ້ຮັບການນໍາສະເໜີຊື່ເຂົ້າຊິງສໍາລັບນັກສະແດງຊາຍ ແລະ ນັກສະແດງຍິງດີເດັ່ນຕາມລຳດັບ.,���������,ben,UNKNOWN,False
22,lao,Laoo,"ການສະເໜີຊື່ໃນສາຂາອື່ນໆປະກອບມີ ສາຂາຮູບພາບດີເດັ່ນ, ຜູ້ກຳກັບຮູບເງົາດີເດັ່ນ, ການສະແດງຮູບເງົາດີເດັ່ນ, ການອອກແບບເສື້ອຜ້າດີເດັ່ນ, ການຕັດຕໍ່ຮູບເງົາດີເດັ່ນ, ສຽງປະກອບຮູບເງົາຕົ້ນສະບັບດີເດັ່ນ, ການອອກແບບການຜະລິດດີເດັ່ນ, ການຕັດຕໍ່ສຽງດີເດັ່ນ, ການປະສົມສຽງ ແລະ ບົດຮູບເງົາຕົ້ນສະບັບດີເດັ່ນ.",���������,ben,UNKNOWN,False
23,lao,Laoo,"ສອງເພງຈາກຮູບເງົາ Audition (The Fools Who Dream) ແລະ City of Stars, ໄດ້ຮັບການສະເໜີຊື່ໃຫ້ເປັນເພງຕົ້ນສະບັບທີ່ດີທີ່ສຸດ. ສະຕູດິໂອ Lionsgate ໄດ້ຮັບການສະເໜີຊື່ເຂົ້າຊິງ 26 ລາງວັນ ເຊິ່ງຫຼາຍກວ່າຫຼາຍກວ່າສະຕູດິໂອອື່ນໆ.",����������,ben,UNKNOWN,False
24,lao,Laoo,"ໃນຕອນແລງວັນອາທິດ, ປະທານາທິບໍດີສະຫະລັດທ່ານ Donald Trump ໄດ້ປະກາດໃນຖະແຫຼງການທີ່ສົ່ງຜ່ານເລຂາທິການຂ່າວວ່າກອງທັບສະຫະລັດຈະອອກຈາກຊີເຣຍ.",���������,ben,UNKNOWN,False
0,lij,Latn,“Oua gh'emmo di ratti de 4 meixi che no son diabetichi e che in avanti ean diabetichi” o l'à azzonto.,"La frase che hai fornito sembra essere in un dialetto italiano, probabilmente ligure, e presenta alcune",ita,UNKNOWN,False
1,lij,Latn,"O dr. Ehud Ur, professô de meixiña a-a Dalhousie University de Halifax, Nova Scotia e prescidente da divixon clinica e scientifica da Canadian Diabetes Association o l'à avvertio che a reçerca a l'é ancon a-i seu primmi pasci.","O dr. Ehud Ur, professor de medicina na Universidade Dalhousie de Halifax, Nova Scotia, e",por,UNKNOWN,False
2,lij,Latn,"Pægio de quarche atro esperto, o l'é scettico che o diabete o pòsse ëse cuou, e o l'osserva che ste descoerte chì no gh'an de importansa pe-e gente che gh'an de za o diabete de meña 1.",Sembra che tu stia parlando di una situazione in cui una persona esperta o un,ita,UNKNOWN,False
3,lij,Latn,"A-o lunesdì, a Sara Danius, segretäia permanente da Commiscion Nobel pe-a Lettiatua de l'Academia de Sveçia, a l'à annonçiou pubricamente int'un programma radio de l'aradio svedeise in Sveçia che a commiscion, comme a no poeiva arrivâ direttamente a-o Bob Dylan in ponto vittöia do Premmio Nobel pe-a lettiatua 2016, a l'aiva abbandonou i seu sfòrsci pe seghittâlo.","Il testo corretto in italiano è il seguente:

Lunedì, Sara Danius,",ita,UNKNOWN,False
4,lij,Latn,"A Danius a l'à dito, “Inte sto momento no femmo ninte. Ò ciammou e ò mandou de email a-i seu ciù streiti conlaboratoî e ò reçevuo de respòste ben ben da amixi. Pe-o momento, l'é basta de seguo.”",La frase fornita sembra essere in italiano con alcune correzioni ortografiche e grammaticali per render,ita,UNKNOWN,False
5,lij,Latn,"In avanti, o CEO de Ring, o Jamie Siminoff, o l'aiva osservou che l'açienda a l'à comensou quande o sunaggin da pòrta o no se poeiva sentî da-o seu negòçio into garaxe..","In avanti, o CEO di Ring, Jamie Siminoff, ha osservato che l'azienda ha",ita,UNKNOWN,False
6,lij,Latn,"O l'à construto un sunaggin da pòrta WiFi, o l'à dito.","La frase ""O l'à construto un sunaggin da pòrta WiFi,",ita,UNKNOWN,False
7,lij,Latn,"O Siminoff o l'à dito che e vendie, stæte cresciue dòppo a seu appariçion do 2013 int'un episòdio de Shark Tank, donde o pannello do spettacolo o vegniva zu, an dæto i fondi pe comensâ.",Sembra che tu stia parlando di Siminoff e della sua esperienza durante un episodio di,ita,UNKNOWN,False
8,lij,Latn,"Verso a fin do 2017, o Siminoff o l'é apparso in sciô cannâ televixivo commersâ QVC.","Claro, uma versão mais complexa da frase é ""Verso o final de 201",por,UNKNOWN,False
9,lij,Latn,"Ring a l'à fiña resciòrto unna causa con unna dita de seguessa concorrente, a ADT corporation.",La frase che hai fornito sembra contenere alcuni errori grammaticali e di ortografia. Una,ita,UNKNOWN,False
10,lij,Latn,"Tanto che unna bacciña sperimentâ a pâ boña da redue a mortalitæ do Ebola, finoua no gh'é stæto de meixiñe che se segge ciæamente demostræ boñe da trattâ l'infeçion de za in atto.",La frase sembra essere in un italiano con alcune peculiarità dialettali o regionali. Ecco una,ita,UNKNOWN,False
11,lij,Latn,"Unna mescciua de anticòrpi, ZMapp, da prinçipio a se mostrava promettente into campo, ma di studdi formæ an fæto vedde ch'a l'aiva ciù pöco avvantaggi de quello che se çercava into prevegnî a mòrte.",La frase che hai fornito sembra descrivere l'efficacia di un farmaco sperimentale chiamato,ita,UNKNOWN,False
12,lij,Latn,"Inta reçerca PALM, ZMapp a l'é servia da contròllo, veu dîse che i sciençiæ l'an deuviâ comme linia de base e l'an paragonâ a-i atri trei trattamenti.",La receerca sobre el PALM (Plasminogen Activator Complexed with a Small Mole,eng,UNKNOWN,True
13,lij,Latn,L'USA Gymnastics a sostëgne a lettia da Commiscion Olimpica di Stati Unii e a l'açetta l'assolua neçescitæ che a famiggia olimpica a promeuve un ambiente san pe tutti i nòstri atleti.,L'USA Gymnastics (Federazione Americana di Ginnastica) sostiene la Lettonia e la sua,ita,UNKNOWN,False
14,lij,Latn,"Semmo d'accòrdio co-a dicciaraçion de l'USOC che i interesci di nòstri atleti e club e i seu spòrt, peuan ëse servii ciù megio da l'anâ avanti con di scignificativi cangiamenti de drento a-a nòstra organizzaçion, ciutòsto che co-a deçertificaçion.",Sembra che tu stia esprimendo accordo con la dichiarazione dell'USOC (,ita,UNKNOWN,False
15,lij,Latn,L'USA Gymnastics a sostëgne unn'indagine independente ch'a pòsse portâ da luxe in sce comme un abuxo da proporçion descrita con mai tanto coraggio da-i superstiti do Larry Nassar o pòsse ëse arrestou ascoso pe mai tanto tempo e a l'abbrassa ògni neçessäio e appropiou cangiamento.,"L'USA Gymnastics, la federazione statunitense di ginnastica, ha avviato un'ind",ita,UNKNOWN,False
16,lij,Latn,"L'USA Gymnastics e l'USOC , gh'an o mæximo obiettivo – rende o spòrt da ginnastica, e i atri, segui ciù che se peu, tanto che i atleti vaggan apreuvo a-i seu seunni int'un ambiente seguo, poxitivo e autorizzou.",L'USA Gymnastics (Unione Ginnastica degli Stati Uniti) e l'USOC (Comitato,ita,UNKNOWN,False
17,lij,Latn,"Di anni '60, o Brzezinski o l'à travaggiou pe-o John F. Kennedy comme seu conseggê e dapeu pe l'amministraçion do Lyndon B. Johnson.","Sì, è corretto. Zbigniew Brzezinski, noto stratega e politico polacco-americano,",ita,UNKNOWN,False
18,lij,Latn,"Inte seleçioin do 1976 o conseggiava o Carter in sciâ politica estrangea, dapeu o l'à servio comme National Security Advisor (NSA)da-o 1977 a-o 1981, con succede a-o Henry Kissinger.","Claro, uma versão mais complexa da frase é ""Desde a seleção em 1976",por,UNKNOWN,False
19,lij,Latn,"Comme NSA, o l'à ascistio o Carter inti daffæ diplomatichi do mondo, comme i accòrdi de Camp David, 1978; inte normalizzâ e relaçioin USA-Çiña di tardii anni '70; inta Revoluçion Iraniaña, ch'a l'à portou a-a crixi di ostaggi inte l'Iran, 1979; e inte l'invaxon sovietica de l'Afghanistan, 1979.",La National Security Agency (NSA) ha svolto un ruolo cruciale in vari eventi diplomatici e geopolit,ita,UNKNOWN,False
20,lij,Latn,"O cine, ch'o l'aiva pe interpreti o Ryan Gosling e a Emma Stone, o l'à ottegnuo nomination inte tutte e maggioî categorie.","Sembra che tu stia parlando del film *La La Land*, un musical romantico",ita,UNKNOWN,False
21,lij,Latn,O Gosling e a Stone an reçevuo e nomination respettivamente pe-o megio attô e a megio attrixe.,"Parece que você está falando sobre o ator Ryan Gosling e a atriz Emma Stone, que receberam,",por,UNKNOWN,False
22,lij,Latn,"E atre nomination comprendan o Megio Cine, Regista, Fotografia, Progetto di Costummi, Montaggio, Trassa Sonöa Originäia, Design de Produçion, Montaggio do Son, Missaggio do Son e Scenezzatua Originäia.",Le categorie di nomination che hai elencato coprono vari aspetti fondamentali della produzione cinematografica e televisiva. Ec,ita,UNKNOWN,False
23,lij,Latn,"Doe cansoin da-o cine, Audition (I matti che s'asseunna) e City of Stars, an reçevuo e nomination pe-a canson ciù originäia. O Lionsgate studio o l'à piggiou 26 nomination – ciù che tutti i atri studdi.","Desigur, o text actualizat este:

""Doe cansație din filme precum",ron,UNKNOWN,False
24,lij,Latn,"Domenega seia, o Prescidente di Stati Unii Donald Trump, int'unna dicciaraçion consegnâ pe mezo do seu scagno stampa, o l'à annonçiou che e truppe US avieivan lasciou a Siria.","Domenica scorsa, il Presidente degli Stati Uniti Donald Trump ha annunciato, attraverso una dichiarazione rilas",ita,UNKNOWN,False
0,lim,Latn,"“Veer höbbe noe muis vaan 4 maond aajd die gein diabetes höbbe mer wel iers diabetes hadde,” veugde heer touw.","De zin die je hebt gegeven, lijkt in het Nederlands te zijn, maar er zijn enkele grammat",nld,UNKNOWN,False
1,lim,Latn,"Dr. Ehud Ur, perfesser medicijne aon Dalhousie University in Halifax, Nova Scoatia en veurzitter vaan de klinische en weitensjappeleke devisie vaan de Canadian Diabetes Association, waarsjouwde dat ‘t nog altied vreug in ‘t oonderzeuk is.","Dr. Ehud Ur, professor van geneeskunde aan Dalhousie University in Halifax, Nova Scotia en voorzitter",afr,UNKNOWN,False
2,lim,Latn,"Zjus wie sommege aandere experts is heer sceptisch of sukkerzìkde geneze kin weure, drop wiezend da dees bevindinge neet relevant zien veur lui die al sukkerzìkde Type 1 höbbe.",Het is begrijpelijk dat er binnen de medische gemeenschap en onder experts verschillende meningen bestaan,nld,UNKNOWN,False
3,lim,Latn,"Op maondag kóndigde Sara Danius, sikkertaris-ginneraol vaan ‘t Nobelcommité veur Literatuur bij de Zweedse Academie, publiekelek aon tijdens ‘n radioprogramma op Sveriges Radio in Zwede dat ‘t commité, neet in staat um Bob Dylan direk te bereike euver ‘t winne vaan de Nobelpries vaan 2016 veur Literatuur, waor oetgesjeid met hun inspanninge häöm te bereike.","De zin die je hebt gegeven, is in het Nederlands en betekent:

""Op maand",nld,UNKNOWN,False
4,lim,Latn,Danius zag: “Op dit momint doen v’r niks. Iech höb gebeld en e-mails versjik nao zien naoste collega en erg vrunteleke reacties oontvaange. Op dit momint is da zeìker genóg.”,"De zin die je hebt gedeeld is in het Nederlands en betekent:

""Danius",nld,UNKNOWN,False
5,lim,Latn,"Ieder leet Ring’s CEO Jamie Siminoff opmèrke, dat ‘t bedrief waor opgeriech naodat zien deurbel neet huurbaar waor vaanoet z’ne winkel in z’n graasj.","Volgens Jamie Siminoff, CEO van Ring, was het bedrijf op een cruciaal moment gekomen toen hun",nld,UNKNOWN,False
