language,fact_id,subject,relation,question,options,golden_answer,predicted_answer,is_correct
glg,/m/0928q0_place_of_birth_/m/095l0,William Child,place_of_birth,William Child naceu en _____.,"['Turín', 'Suecia', 'Bristol', 'Casablanca']",Bristol,Bristol,True
glg,/m/06zklyb_place_of_birth_/m/06c62,Augusto De Marsanich,place_of_birth,Augusto De Marsanich naceu en _____.,"['Berlín', 'Roma', 'Xamaica', 'Suecia']",Roma,Roma,True
glg,/m/0d6j_0_place_of_birth_/m/01g_k3,Tomislav Smoljanović,place_of_birth,Tomislav Smoljanović naceu en _____.,"['Cardiff', 'Rusia', 'Split', 'Tampa']",Split,Split,True
glg,/m/07_wm2_place_of_birth_/m/02m77,Walter Elliot,place_of_birth,Walter Elliot naceu en _____.,"['Edimburgo', 'Inglaterra', 'Caracas', 'París']",Edimburgo,Inglaterra,False
glg,/m/0gffks9_place_of_birth_/m/01g_k3,Petar Čulić,place_of_birth,Petar Čulić naceu en _____.,"['Sheffield', 'Roma', 'Londres', 'Split']",Split,Split,True
glg,/m/09gmhd6_place_of_birth_/m/04jpl,Andrew Bell,place_of_birth,Andrew Bell naceu en _____.,"['Melbourne', 'Australia', 'Londres', 'Stade']",Londres,Australia,False
glg,/m/02rh1yt_place_of_birth_/m/0rt80,Laurence Stallings,place_of_birth,Laurence Stallings naceu en _____.,"['Colonia', 'Macon', 'Lión', 'Manchester']",Macon,Manchester,False
glg,/m/026x_zc_place_of_birth_/m/04jpl,Charles Dixon,place_of_birth,Charles Dixon naceu en _____.,"['Hamburgo', 'Londres', 'Lión', 'Sheffield']",Londres,Sheffield,False
glg,/m/0g9vch0_place_of_birth_/m/096gm,Dragoș Neagu,place_of_birth,Dragoș Neagu naceu en _____.,"['California', 'Iowa', 'Buckinghamshire', 'Bucarest']",Bucarest,Bucarest,True
glg,/m/06yx6b_place_of_birth_/m/01n7q,Penny Lernoux,place_of_birth,Penny Lernoux naceu en _____.,"['California', 'Massachusetts', 'Riga', 'Surrey']",California,California,True
glg,/m/0czd0zv_place_of_birth_/m/056_y,Mónica Estarreado,place_of_birth,Mónica Estarreado naceu en _____.,"['Madrid', 'Múnic', 'Berlín', 'Turín']",Madrid,Madrid,True
glg,/m/07znb5_place_of_birth_/m/0dprg,Claude Bourgelat,place_of_birth,Claude Bourgelat naceu en _____.,"['Lión', 'Surrey', 'Belgrado', 'Cardiff']",Lión,Lión,True
glg,/m/0gg4b99_place_of_birth_/m/05qtj,Henri de Contenson,place_of_birth,Henri de Contenson naceu en _____.,"['París', 'Toronto', 'Waterford', 'Edimburgo']",París,París,True
glg,/m/0gh7h73_place_of_birth_/m/07r_p,Martin Jervan,place_of_birth,Martin Jervan naceu en _____.,"['California', 'Oslo', 'Siena', 'Talín']",Talín,Talín,True
glg,/m/0h54x53_place_of_birth_/m/0f8l9c,Michael Armstrong,place_of_birth,Michael Armstrong naceu en _____.,"['Manchester', 'Arxentina', 'Francia', 'Italia']",Francia,Manchester,False
glg,/m/0cj71z_place_of_birth_/m/0ggyr,Luca Princiotta,place_of_birth,Luca Princiotta naceu en _____.,"['Manchester', 'Como', 'Waterford', 'Suecia']",Como,Como,True
glg,/m/04p70y_place_of_birth_/m/01s3v,"Herbert Bowden, Baron Aylestone",place_of_birth,"Herbert Bowden, Baron Aylestone naceu en _____.","['Macon', 'Sheffield', 'Cardiff', 'Berlín']",Cardiff,Cardiff,True
glg,/m/0ch4850_place_of_birth_/m/052p7,William Reed,place_of_birth,William Reed naceu en _____.,"['Varsovia', 'Montreal', 'California', 'Miami']",Montreal,California,False
glg,/m/03yk4f6_place_of_birth_/m/07mgr,Alessio Secco,place_of_birth,Alessio Secco naceu en _____.,"['Albania', 'Alxer', 'Ontario', 'Turín']",Turín,Turín,True
glg,/m/05vgz4_place_of_birth_/m/09pxc,Francesco Musotto,place_of_birth,Francesco Musotto naceu en _____.,"['Palermo', 'Surrey', 'Leipzig', 'Bristol']",Palermo,Palermo,True
glg,/m/08tb3q_place_of_birth_/m/0fhp9,Marion Stein,place_of_birth,Marion Stein naceu en _____.,"['Buckinghamshire', 'Palermo', 'Viena', 'Lviv']",Viena,Viena,True
glg,/m/04n5b2x_place_of_birth_/m/05l64,Erik Dammann,place_of_birth,Erik Dammann naceu en _____.,"['Viena', 'Oslo', 'Caracas', 'Arxentina']",Oslo,Caracas,False
glg,/m/02jjtt_place_of_birth_/m/052bw,John Owens,place_of_birth,John Owens naceu en _____.,"['Turín', 'Manchester', 'Massachusetts', 'Riga']",Manchester,Massachusetts,False
glg,/m/03b_5_0_place_of_birth_/m/0fhp9,Ernst Florian Winter,place_of_birth,Ernst Florian Winter naceu en _____.,"['Australia', 'Lión', 'Viena', 'Hamburgo']",Viena,Viena,True
glg,/m/04k2j9_place_of_birth_/m/0m75g,Trevor Taylor,place_of_birth,Trevor Taylor naceu en _____.,"['Sheffield', 'Surrey', 'Miami', 'Honduras']",Sheffield,Surrey,False
glg,/m/02_ycn5_place_of_birth_/m/0y1rf,Diane Greene,place_of_birth,Diane Greene naceu en _____.,"['Escocia', 'Sydney', 'Berlín', 'Rochester']",Rochester,Rochester,True
glg,/m/02r13w8_place_of_birth_/m/07mgr,Nicola Campogrande,place_of_birth,Nicola Campogrande naceu en _____.,"['Turín', 'Casablanca', 'Alemaña', 'Newport']",Turín,Turín,True
glg,/m/0hhtl6w_place_of_birth_/m/0d7_n,Witold Rodziński,place_of_birth,Witold Rodziński naceu en _____.,"['Ontario', 'Rusia', 'Borneo', 'Lviv']",Lviv,Lviv,True
glg,/m/0gmf486_place_of_birth_/m/05k7sb,Sarah Stiles,place_of_birth,Sarah Stiles naceu en _____.,"['Honduras', 'Italia', 'Massachusetts', 'Oslo']",Massachusetts,Massachusetts,True
glg,/m/02890v__place_of_birth_/m/028n3,Neil Doncaster,place_of_birth,Neil Doncaster naceu en _____.,"['Split', 'Stuttgart', 'Talín', 'Devon']",Devon,Split,False
glg,/m/0g54vqv_place_of_birth_/m/0156q,Meike Evers,place_of_birth,Meike Evers naceu en _____.,"['Turín', 'Manchester', 'Stuttgart', 'Berlín']",Berlín,Berlín,True
glg,/m/0gg95x__place_of_birth_/m/0cxgc,Rob Heanley,place_of_birth,Rob Heanley naceu en _____.,"['Surrey', 'Massachusetts', 'Rusia', 'Iowa']",Surrey,Iowa,False
glg,/m/0gh71d2_place_of_birth_/m/03hrz,Frederick Franklin Schrader,place_of_birth,Frederick Franklin Schrader naceu en _____.,"['Hamburgo', 'Chicago', 'Vancouver', 'Limerick']",Hamburgo,Chicago,False
glg,/m/04dz4pl_place_of_birth_/m/06bnz,Rosabelle Sinclair,place_of_birth,Rosabelle Sinclair naceu en _____.,"['Chicago', 'Rusia', 'Stuttgart', 'Arxentina']",Rusia,Arxentina,False
glg,/m/0271f7z_place_of_birth_/m/0chgr2,Murray Hocking,place_of_birth,Murray Hocking naceu en _____.,"['Lviv', 'Cardiff', 'Turín', 'Victoria']",Victoria,Victoria,True
glg,/m/0bs5t4d_place_of_birth_/m/0156q,Heinz Oestergaard,place_of_birth,Heinz Oestergaard naceu en _____.,"['Praga', 'Berlín', 'Chicago', 'Albania']",Berlín,Chicago,False
glg,/m/07drw7_place_of_birth_/m/05qtj,Hélène Carrère d'Encausse,place_of_birth,Hélène Carrère d'Encausse naceu en _____.,"['Bucarest', 'París', 'Miami', 'Roma']",París,París,True
glg,/m/05v8sl_place_of_birth_/m/0947l,Matteo Salvini,place_of_birth,Matteo Salvini naceu en _____.,"['Montreal', 'Zagreb', 'Milán', 'Ontario']",Milán,Milán,True
glg,/m/02w__60_place_of_birth_/m/03rjj,Giancarlo Primo,place_of_birth,Giancarlo Primo naceu en _____.,"['Macon', 'Toronto', 'Glasgow', 'Italia']",Italia,Italia,True
glg,/m/0gfhf4j_place_of_birth_/m/0727_,Bernhard Rühling,place_of_birth,Bernhard Rühling naceu en _____.,"['Florencia', 'Stuttgart', 'Lisboa', 'Filadelfia']",Stuttgart,Stuttgart,True
glg,/m/0dtcmh_place_of_birth_/m/0rt80,Lisa Sheridan,place_of_birth,Lisa Sheridan naceu en _____.,"['Zagreb', 'Macon', 'Lviv', 'Tampa']",Macon,Tampa,False
glg,/m/063yb80_place_of_birth_/m/05ywg,Lucie Vrbenská,place_of_birth,Lucie Vrbenská naceu en _____.,"['Lviv', 'Glasgow', 'Praga', 'Xamaica']",Praga,Praga,True
glg,/m/0bmds5l_place_of_birth_/m/0156q,Paweł Nowacki,place_of_birth,Paweł Nowacki naceu en _____.,"['Zagreb', 'Berlín', 'Suecia', 'Newport']",Berlín,Newport,False
glg,/m/02q7rpk_place_of_birth_/m/022b_,Migidio Bourifa,place_of_birth,Migidio Bourifa naceu en _____.,"['Casablanca', 'Rusia', 'Honduras', 'Macon']",Casablanca,Casablanca,True
glg,/m/0dv_2y_place_of_birth_/m/0n1rj,Dave Steele,place_of_birth,Dave Steele naceu en _____.,"['Newport', 'Zagreb', 'Leipzig', 'Tampa']",Tampa,Tampa,True
glg,/m/0gjd6xr_place_of_birth_/m/0hknf,Monica Esposito,place_of_birth,Monica Esposito naceu en _____.,"['Bow', 'Heidelberg', 'Xénova', 'Alxer']",Xénova,Xénova,True
glg,/m/04y9pvm_place_of_birth_/m/02jx1,"John Joseph Braham, Sr.",place_of_birth,"John Joseph Braham, Sr. naceu en _____.","['Filadelfia', 'Inglaterra', 'Manhattan', 'A Habana']",Inglaterra,Inglaterra,True
glg,/m/0g9tc30_place_of_birth_/m/04kf4,Kirsten Wenzel,place_of_birth,Kirsten Wenzel naceu en _____.,"['Miami', 'Vancouver', 'Albania', 'Leipzig']",Leipzig,Leipzig,True
glg,/m/0gff9zy_place_of_birth_/m/080h2,Heather Davis,place_of_birth,Heather Davis naceu en _____.,"['Florencia', 'Vancouver', 'Tampa', 'Manchester']",Vancouver,Tampa,False
glg,/m/09gpm54_place_of_birth_/m/04jpl,Alisa Arnah,place_of_birth,Alisa Arnah naceu en _____.,"['Cardiff', 'Casablanca', 'Caracas', 'Londres']",Londres,Caracas,False
glg,/m/0cmcxhl_place_of_birth_/m/07s3m,René Théodore Berthon,place_of_birth,René Théodore Berthon naceu en _____.,"['Miami', 'Oslo', 'Tours', 'Bristol']",Tours,Tours,True
glg,/m/0ch23p9_place_of_birth_/m/01xr6x,Bernard Lloyd,place_of_birth,Bernard Lloyd naceu en _____.,"['Newport', 'Macon', 'Alemaña', 'Alxer']",Newport,Macon,False
glg,/m/02r6zqb_place_of_birth_/m/0chghy,Claire Baxter,place_of_birth,Claire Baxter naceu en _____.,"['Honduras', 'Miami', 'Limerick', 'Australia']",Australia,Australia,True
glg,/m/05h4rt_place_of_birth_/m/0947l,Fulvio Ballabio,place_of_birth,Fulvio Ballabio naceu en _____.,"['Xénova', 'Italia', 'Milán', 'Honduras']",Milán,Milán,True
glg,/m/064l5rb_place_of_birth_/m/0156q,Peter Lachmann,place_of_birth,Peter Lachmann naceu en _____.,"['Berlín', 'Glasgow', 'Como', 'Bristol']",Berlín,Bristol,False
glg,/m/0glphz8_place_of_birth_/m/01fzp,Michael Matus,place_of_birth,Michael Matus naceu en _____.,"['Iowa', 'Borneo', 'Tours', 'París']",Borneo,París,False
glg,/m/0dgpszz_place_of_birth_/m/0156q,Erich Werdermann,place_of_birth,Erich Werdermann naceu en _____.,"['Italia', 'Berlín', 'Ámsterdam', 'Inglaterra']",Berlín,Berlín,True
glg,/m/027lr4x_place_of_birth_/m/0fcyj,Rosario Marciano,place_of_birth,Rosario Marciano naceu en _____.,"['Caracas', 'Lisboa', 'Tours', 'Seattle']",Caracas,Caracas,True
glg,/m/02rxp13_place_of_birth_/m/01s3v,Simon Bowman,place_of_birth,Simon Bowman naceu en _____.,"['Cardiff', 'A Habana', 'Italia', 'Australia']",Cardiff,Cardiff,True
glg,/m/0ddsgp_place_of_birth_/m/05kr_,Elizabeth Hess,place_of_birth,Elizabeth Hess naceu en _____.,"['Ontario', 'Wellington', 'Belgrado', 'Escocia']",Ontario,Belgrado,False
glg,/m/0d6f_1_place_of_birth_/m/07r_p,Aarne Ruben,place_of_birth,Aarne Ruben naceu en _____.,"['Chicago', 'Talín', 'Siena', 'Manchester']",Talín,Talín,True
glg,/m/0gmf5_2_place_of_birth_/m/0947l,Marisa Masullo,place_of_birth,Marisa Masullo naceu en _____.,"['Milán', 'París', 'Newport', 'Escocia']",Milán,Newport,False
glg,/m/043lvjs_place_of_birth_/m/06c62,Tommaso Marconi,place_of_birth,Tommaso Marconi naceu en _____.,"['Miami', 'Palermo', 'Colonia', 'Roma']",Roma,Roma,True
glg,/m/0bs078n_place_of_birth_/m/096gm,Loredana Errore,place_of_birth,Loredana Errore naceu en _____.,"['Roma', 'Ámsterdam', 'Dallas', 'Bucarest']",Bucarest,Roma,False
glg,/m/01wp5c5_place_of_birth_/m/05qtj,Elsa Lunghini,place_of_birth,Elsa Lunghini naceu en _____.,"['Talín', 'París', 'Honduras', 'Varsovia']",París,París,True
glg,/m/03d2d2w_place_of_birth_/m/07r_p,Martin Zobel,place_of_birth,Martin Zobel naceu en _____.,"['Talín', 'Suecia', 'Heidelberg', 'Belgrado']",Talín,Heidelberg,False
glg,/m/04gh7wm_place_of_birth_/m/0k3p,Gijs Vermeulen,place_of_birth,Gijs Vermeulen naceu en _____.,"['Albania', 'Heidelberg', 'Bristol', 'Ámsterdam']",Ámsterdam,Ámsterdam,True
glg,/m/0262g9r_place_of_birth_/m/0dclg,Bernie Lowe,place_of_birth,Bernie Lowe naceu en _____.,"['Chicago', 'Tampa', 'Filadelfia', 'Devon']",Filadelfia,Tampa,False
glg,/m/0bm8pd2_place_of_birth_/m/0rtv,Hakim Toumi,place_of_birth,Hakim Toumi naceu en _____.,"['Alxer', 'Ámsterdam', 'Dallas', 'Oslo']",Alxer,Alxer,True
glg,/m/027zbkm_place_of_birth_/m/06c62,Luis Simarro,place_of_birth,Luis Simarro naceu en _____.,"['Vancouver', 'Victoria', 'Roma', 'Glasgow']",Roma,Roma,True
glg,/m/0gyvcvf_place_of_birth_/m/04llb,Rui Tavares,place_of_birth,Rui Tavares naceu en _____.,"['Lisboa', 'Lviv', 'Escocia', 'Talín']",Lisboa,Lisboa,True
glg,/m/05c270y_place_of_death_/m/03gh4,Donn Lewin,place_of_death,Donn Lewin morreu en _____.,"['Liverpool', 'París', 'Hawai', 'Iocoama']",Hawai,Iocoama,False
glg,/m/0gvrm23_place_of_death_/m/02m77,Henry Siddons,place_of_death,Henry Siddons morreu en _____.,"['Varsovia', 'Edimburgo', 'Filadelfia', 'Atlanta']",Edimburgo,Edimburgo,True
glg,/m/04kz2j_place_of_death_/m/0f8l9c,Walt Hansgen,place_of_death,Walt Hansgen morreu en _____.,"['Francia', 'Filadelfia', 'Atlanta', 'Xénova']",Francia,Filadelfia,False
glg,/m/0726xw_place_of_death_/m/0dprg,Joseph Jean-Baptiste Xavier Fournet,place_of_death,Joseph Jean-Baptiste Xavier Fournet morreu en _____.,"['Vilnius', 'Berlín', 'Oxford', 'Lión']",Lión,Lión,True
glg,/m/0gj4dw_place_of_death_/m/01ls2,Rafael Pombo,place_of_death,Rafael Pombo morreu en _____.,"['Iocoama', 'Colombia', 'Edimburgo', 'París']",Colombia,Colombia,True
glg,/m/04l904_place_of_death_/m/0978r,Grahame Clark,place_of_death,Grahame Clark morreu en _____.,"['Francia', 'Filadelfia', 'Praga', 'Cambridge']",Cambridge,Cambridge,True
glg,/m/0gjcfpv_place_of_death_/m/04jpl,Joshua Cristall,place_of_death,Joshua Cristall morreu en _____.,"['Londres', 'Boston', 'Sevilla', 'Varsovia']",Londres,Sevilla,False
glg,/m/026p1sc_place_of_death_/m/07_kq,Karol Podczaszyński,place_of_death,Karol Podczaszyński morreu en _____.,"['Madrid', 'Vilnius', 'Lión', 'Varsovia']",Vilnius,Varsovia,False
glg,/m/02wck2s_place_of_death_/m/0cc56,Arthur Siegel,place_of_death,Arthur Siegel morreu en _____.,"['Atlanta', 'Manhattan', 'Leiden', 'Xénova']",Manhattan,Leiden,False
glg,/m/0d6zjk_place_of_death_/m/02xry,Jim Chapin,place_of_death,Jim Chapin morreu en _____.,"['Vilnius', 'Praga', 'Florida', 'Varsovia']",Florida,Florida,True
glg,/m/0hn905w_place_of_death_/m/056_y,Esperanza Pérez Labrador,place_of_death,Esperanza Pérez Labrador morreu en _____.,"['Vilnius', 'Madrid', 'París', 'Cambridge']",Madrid,Madrid,True
glg,/m/027md3z_place_of_death_/m/0cc56,Der Scutt,place_of_death,Der Scutt morreu en _____.,"['Manhattan', 'Lión', 'Xénova', 'Praga']",Manhattan,Manhattan,True
glg,/m/02zwpd_place_of_death_/m/05qtj,Jules Quicherat,place_of_death,Jules Quicherat morreu en _____.,"['París', 'Colombia', 'Manhattan', 'Boston']",París,París,True
glg,/m/05b_wft_place_of_death_/m/05l5n,Homer Hasenpflug Dubs,place_of_death,Homer Hasenpflug Dubs morreu en _____.,"['Oxford', 'Atlanta', 'Sevilla', 'Hawai']",Oxford,Hawai,False
glg,/m/0d6_58_place_of_death_/m/031y2,Philipp von Stosch,place_of_death,Philipp von Stosch morreu en _____.,"['Francia', 'Florencia', 'Iocoama', 'Madrid']",Florencia,Iocoama,False
glg,/m/01fq1v_place_of_death_/m/04jpl,David Merrick,place_of_death,David Merrick morreu en _____.,"['Londres', 'Oxford', 'Detroit', 'Dunedin']",Londres,Dunedin,False
glg,/m/051_c4f_place_of_death_/m/05ywg,Václav Havel,place_of_death,Václav Havel morreu en _____.,"['Ámsterdam', 'Cambridge', 'Praga', 'Edimburgo']",Praga,Praga,True
glg,/m/071ljf_place_of_death_/m/056_y,Juan Pérez de Montalván,place_of_death,Juan Pérez de Montalván morreu en _____.,"['Filadelfia', 'Madrid', 'Oxford', 'Hawai']",Madrid,Hawai,False
glg,/m/026mjw4_place_of_death_/m/04jpl,Aleksy Ćwiakowski,place_of_death,Aleksy Ćwiakowski morreu en _____.,"['Londres', 'Oxford', 'Praga', 'Florida']",Londres,Praga,False
glg,/m/027tnq1_place_of_death_/m/081m_,Marian Porwit,place_of_death,Marian Porwit morreu en _____.,"['Varsovia', 'Toronto', 'Florencia', 'Dunedin']",Varsovia,Varsovia,True
glg,/m/019z_6_place_of_death_/m/0cl8c,Tiberius Hemsterhuis,place_of_death,Tiberius Hemsterhuis morreu en _____.,"['Ámsterdam', 'Leiden', 'Hawai', 'Varsovia']",Leiden,Leiden,True
glg,/m/0640qml_place_of_death_/m/04lh6,Jefferson Lowndes,place_of_death,Jefferson Lowndes morreu en _____.,"['Boloña', 'Liverpool', 'Florencia', 'Francia']",Liverpool,Florencia,False
glg,/m/06mnh5_place_of_death_/m/02y9wq,Kurt Baier,place_of_death,Kurt Baier morreu en _____.,"['Iocoama', 'Vilnius', 'Siena', 'Dunedin']",Dunedin,Dunedin,True
glg,/m/0200j0_place_of_death_/m/0h7h6,Pauline Mills McGibbon,place_of_death,Pauline Mills McGibbon morreu en _____.,"['Manhattan', 'París', 'Ámsterdam', 'Toronto']",Toronto,Toronto,True
glg,/m/05zy526_place_of_death_/m/0kstw,Vito Positano,place_of_death,Vito Positano morreu en _____.,"['Iocoama', 'Colombia', 'Lión', 'Hawai']",Iocoama,Iocoama,True
glg,/m/08xqpd_place_of_death_/m/079yb,Francesco Vanni,place_of_death,Francesco Vanni morreu en _____.,"['Hawai', 'Liverpool', 'Varsovia', 'Siena']",Siena,Siena,True
glg,/m/07ssz0_place_of_death_/m/01jr6,Andrew Imbrie,place_of_death,Andrew Imbrie morreu en _____.,"['Filadelfia', 'Berkeley', 'Lille', 'Siena']",Berkeley,Berkeley,True
glg,/m/09y_gt_place_of_death_/m/013yq,Cesare Siepi,place_of_death,Cesare Siepi morreu en _____.,"['Atlanta', 'Praga', 'Florida', 'Florencia']",Atlanta,Florencia,False
glg,/m/01xr7r_place_of_death_/m/0156q,Christa Wolf,place_of_death,Christa Wolf morreu en _____.,"['Manhattan', 'Berlín', 'Atlanta', 'Detroit']",Berlín,Berlín,True
glg,/m/03njl6_place_of_death_/m/02dtg,Orestes Brownson,place_of_death,Orestes Brownson morreu en _____.,"['Siena', 'Madrid', 'Florida', 'Detroit']",Detroit,Detroit,True
glg,/m/0g_srf_place_of_death_/m/056_y,Enrique Sarasola,place_of_death,Enrique Sarasola morreu en _____.,"['París', 'Florencia', 'Madrid', 'Boloña']",Madrid,Madrid,True
glg,/m/05mq_74_place_of_death_/m/0d8r8,John Shortland,place_of_death,John Shortland morreu en _____.,"['Lille', 'Liverpool', 'Iocoama', 'Madrid']",Lille,Liverpool,False
glg,/m/01qj0nc_place_of_death_/m/01cx_,Robert Hazard,place_of_death,Robert Hazard morreu en _____.,"['Berkeley', 'Boston', 'Hawai', 'Boloña']",Boston,Boston,True
glg,/m/03c1k_x_place_of_death_/m/09f3c,Felipe de León,place_of_death,Felipe de León morreu en _____.,"['Ámsterdam', 'Vilnius', 'Sevilla', 'Lille']",Sevilla,Sevilla,True
glg,/m/01xb9s_place_of_death_/m/096g3,Thomas Dempster,place_of_death,Thomas Dempster morreu en _____.,"['Boloña', 'Leiden', 'Iocoama', 'Dunedin']",Boloña,Dunedin,False
glg,/m/0gtyc2h_place_of_death_/m/0k3p,Nicolaes de Bruyn,place_of_death,Nicolaes de Bruyn morreu en _____.,"['Boloña', 'Ámsterdam', 'Lión', 'Liverpool']",Ámsterdam,Ámsterdam,True
glg,/m/0l023x_place_of_death_/m/0hknf,Cesare Valletti,place_of_death,Cesare Valletti morreu en _____.,"['Florencia', 'Madrid', 'Vilnius', 'Xénova']",Xénova,Xénova,True
glg,/m/025y3qk_place_of_death_/m/0dclg,William More Gabb,place_of_death,William More Gabb morreu en _____.,"['Vilnius', 'Filadelfia', 'Siena', 'Boloña']",Filadelfia,Filadelfia,True
glg,/m/0g5rklf_place_of_death_/m/05ywg,Florentina Mallá,place_of_death,Florentina Mallá morreu en _____.,"['Toronto', 'Berkeley', 'Praga', 'Boloña']",Praga,Praga,True
glg,Q628004_P1001_Q96,Presidente de México,P1001,Presidente de México é un termo legal en _____.,"['México', 'Flandres', 'Finlandia', 'Hungría']",México,México,True
glg,Q56022_P1001_Q183,Chanceler de Alemaña,P1001,Chanceler de Alemaña é un termo legal en _____.,"['Kosovo', 'Alemaña', 'Macau', 'Bangladesh']",Alemaña,Alemaña,True
glg,Q319145_P1001_Q408,Primeiro Ministro de Australia,P1001,Primeiro Ministro de Australia é un termo legal en _____.,"['Suíza', 'Mónaco', 'Australia', 'Polonia']",Australia,Australia,True
glg,Q537303_P1001_Q36,Partido Obreiro Unificado Polaco,P1001,Partido Obreiro Unificado Polaco é un termo legal en _____.,"['Somalia', 'Polonia', 'Austria', 'Bolivia']",Polonia,Polonia,True
glg,Q371576_P1001_Q224,Parlamento de Croacia,P1001,Parlamento de Croacia é un termo legal en _____.,"['Romanía', 'Libia', 'Croacia', 'Islandia']",Croacia,Croacia,True
glg,Q475689_P1001_Q16,Parlamento do Canadá,P1001,Parlamento do Canadá é un termo legal en _____.,"['Albania', 'Irlanda', 'Polonia', 'Canadá']",Canadá,Canadá,True
glg,Q610669_P1001_Q408,Gobernador Xeral de Australia,P1001,Gobernador Xeral de Australia é un termo legal en _____.,"['Escocia', 'Australia', 'Kosovo', 'Exipto']",Australia,Australia,True
glg,Q223732_P1001_Q801,Declaración de independencia de Israel,P1001,Declaración de independencia de Israel é un termo legal en _____.,"['Gales', 'Rusia', 'Israel', 'Acerbaixán']",Israel,Israel,True
glg,Q191827_P1001_Q27,Taoiseach,P1001,Taoiseach é un termo legal en _____.,"['Suecia', 'Exipto', 'Irlanda', 'Alemaña']",Irlanda,Irlanda,True
glg,Q98964_P1001_Q36,Sejm,P1001,Sejm é un termo legal en _____.,"['Polonia', 'Cataluña', 'España', 'Malaisia']",Polonia,Polonia,True
glg,Q213702_P1001_Q27,Presidente de Irlanda,P1001,Presidente de Irlanda é un termo legal en _____.,"['Noruega', 'Irlanda', 'Mongolia', 'Paquistán']",Irlanda,Irlanda,True
glg,Q259502_P1001_Q408,Dólar australiano,P1001,Dólar australiano é un termo legal en _____.,"['Alemaña', 'Australia', 'Xapón', 'Somalia']",Australia,Australia,True
glg,Q206171_P1001_Q22,Parlamento escocés,P1001,Parlamento escocés é un termo legal en _____.,"['Exipto', 'Islandia', 'Canadá', 'Escocia']",Escocia,Escocia,True
glg,Q473984_P1001_Q843,Presidente de Paquistán,P1001,Presidente de Paquistán é un termo legal en _____.,"['Islandia', 'Paquistán', 'Bolivia', 'Bangladesh']",Paquistán,Paquistán,True
glg,Q1672817_P1001_Q27,Goberno Irlandés,P1001,Goberno Irlandés é un termo legal en _____.,"['Afganistán', 'Irlanda', 'Australia', 'Italia']",Irlanda,Irlanda,True
glg,Q218295_P1001_Q159,Presidente da Federación Rusa,P1001,Presidente da Federación Rusa é un termo legal en _____.,"['Haití', 'Rusia', 'Iemen', 'Indonesia']",Rusia,Rusia,True
glg,Q1209571_P1001_Q928,Presidente de Filipinas,P1001,Presidente de Filipinas é un termo legal en _____.,"['Albania', 'India', 'Filipinas', 'Bolivia']",Filipinas,Filipinas,True
glg,Q131279_P1001_Q189,Alþingi,P1001,Alþingi é un termo legal en _____.,"['Islandia', 'Mongolia', 'Acerbaixán', 'Cuba']",Islandia,Islandia,True
